,package,description,category
33958,,"['basic', 'cool', 'let', 'drum', 'kit', 'virtually', 'device', 'suitable', 'keeping', 'kid', 'engaging', 'traffic', 'busy', 'work', 'kid', 'love', 'drum', 'finger', 'integrated', 'cool', 'gui', 'also', 'let', 'change', 'drum', 'type', 'sound', 'per', 'choice', 'ad', 'supported', 'version', 'virtual', 'drum', 'kit', 'see', 'ad', 'please', 'purchase', 'paid', 'version']",Kids & family
33983,,"['trial', 'version', 'fully', 'functional', 'non-expiring', 'ad', 'supported', 'looking', 'restaurant', 'kid', 'eat', 'discounted', 'rate', 'kid', 'eat', 'le', 'show', 'restaurant', 'within', 'selected', 'range', 'mile', 'current', 'location', 'offer', 'discounted', 'kid', 'meal', 'although', 'already', 'ton', 'restaurant', 'deal', 'registered', 'kid', 'eat', 'le', 'relies', 'mainly', 'crowdsourcing', 'find', 'great', 'deal', 'already', 'registered', 'within', 'add', 'le', 'minute', 'making', 'immediately', 'available', 'everyone', 'else', 'using', 'kid', 'eat', 'le', ""'ve"", 'located', 'restaurant', 'would', 'try', 'jump', 'directly', 'phone', 'map', 'application', 'driving', 'direction', 'single', 'tap', 'also', 'pin', 'favorite', 'restaurant', 'start', 'screen', 'easy', 'access', 'non-expiring', 'trial', 'version', 'ad-supported', 'however', 'opt', 'buy', 'full', 'version', 'see', 'ad', 'note', 'currently', 'result', 'provided', 'united', 'state', 'country', 'added', 'future', 'history', 'version', 'miscellaneous', 'update', 'version', 'minor', 'fix', 'added', 'reminder', 'rate', 'window', 'phone', 'version', 'general', 'ui', 'improvement', 'version', 'increased', 'market', 'distribution', 'still', 'provides', 'united', 'state', 'result', 'version', 'added', 'share', 'link', 'version', 'added', 'three', 'live', 'tile', 'size', 'wp7.8/8', 'fixed', 'scrolling', 'bug', 'restaurant', 'near', 'version', 'initial', 'release']",Kids & family
33987,,"['first', 'sticky', 'note', 'line', 'smoothing', 'ad', 'jot', 'type', 'note', 'draw', 'photo', 'pin', 'tile', 'first', 'marketplace', 'bezier', 'line', 'smoothing', 'option', 'turn', 'picture', 'take', 'automatically', 'rotated', 'cropped', 'fit', 'canvas', 'creative', 'pin', 'sketch', 'mosaic', 'decorate', 'start', 'screen', 'make', 'list', 'stay', 'productive', 'clutter', 'permanent', 'notebook', 'info', 'go', 'sticky', 'people', 'love', 'mysketch', 'draw', 'picture', 'friend', 'family', 'snap', 'picture', 'info', 'take', 'create', 'multi-part', 'doodle', 'pin', 'storyboard', 'snap', 'picture', 'background', 'graffiti', 'keep', 'kid', 'entertained', 'fun', 'art', 'share', 'doodle', 'facebook', 'twitter', 'choose', 'different', 'color', 'paper', 'line', 'width', 'pen', 'color', 'retain', 'doodle', 'scrollable', 'carousel', 'pick', 'left', 'copy', 'paste', 'text', 'note', 'personalize', 'gorgeous', 'wallpaper']",Kids & family
34014,,"['getting', 'bored', 'creative', 'work', 'perfect', 'take', 'paper', 'scissors', 'ready', 'start', 'kid', 'creative', 'activity', 'origami', 'usually', 'known', 'paper', 'art', 'paper', 'craft', 'activity', 'person', 'create', 'wonderful', 'animal', 'thing', 'paper', 'whats', 'art', 'animal', 'section', 'category', 'paper', 'art']",Kids & family
34149,,"['easy', 'access', 'favorite', 'bakugan', 'episode', 'pin', 'application', 'start', 'screen', 'kid', 'easily', 'able', 'start', 'episode', 'v1.0.2.0', 'wp', 'landscape', 'v1.0.1.0', 'performance', 'improvement', 'increased', 'max', 'video', 'video', 'duration']",Kids & family
34249,,"['watch', 'experience', 'jestsons', 'greatest', 'family', 'cartoon', 'ever', 'experience', 'access', 'jestsons', 'cartoon', 'video', 'added', 'weekly', 'become', 'available', 'wifi', 'connection', 'recommended', 'video', 'content', 'also', 'offered', 'high', 'quality', 'high', 'definition', 'none', 'content', 'hosted', 'show', 'added', 'weekly', 'become', 'available', 'non', 'related', 'video', 'website']",Kids & family
34303,,"['keep', 'score', 'board', 'card', 'tabletop', 'keep', 'score', 'creating', 'adding', 'player', 'score', 'tracker', 'help', 'managing', 'every', 'count', 'point']",Kids & family
34349,,"['mango', 'technology', 'present', 'child', 'learn', 'arabic', 'alphabet', 'help', 'learn', 'recognize', 'write', 'arabic', 'alphabet', 'four', 'step', 'interactive', 'learning', 'step', 'learn', 'animated', 'kid', 'trace', 'alphabet', 'step', 'practice', 'kid', 'draw', 'letter', 'interactive', 'step', 'workbook', 'practice', 'writing', 'alphabet', 'associated', 'object', 'correct', 'write', 'corresponding', 'object', 'image', 'shown', 'wrong', 'hint', 'shown', 'kid', 'draw', 'correctly', 'next', 'time', 'step', 'workbook', 'save', 'work', 'showcase', 'parent', 'teacher', 'please', 'send', 'feedback', 'continue', 'create', 'better', 'experience']",Kids & family
34358,,"['grew', 'love', 'child', 'well', 'greatest', 'rhyme', 'brought', 'winjitapps', 'download', 'sing', 'along', 'kid', 'watch', 'cute', 'animation', 'great', 'way', 'sing', 'learn', 'grow', 'created', 'experienced', 'voice', 'easy', 'eye', 'animation', 'rhyme', 'perfect', 'kid', 'visit', 'u', 'youtube', 'load', 'nursery', 'rhyme', 'song', 'story', 'carol', 'www.youtube.com/ikidszone', 'also', 'u', 'facebook', 'www.facebook.com/wowkidz', 'www.wowkidz.info', 'following', 'rhyme', 'mary', 'little', 'lamb', 'old', 'mcdonald', 'little', 'monkey', 'jack', 'n', 'jill', 'hickory', 'dickory', 'dock', 'baa', 'baa', 'black', 'sheep', 'little', 'tea', 'pot', 'chinese', 'traditional', '兒童歌曲', 'french', 'chansons', 'pour', 'enfants', 'german', 'lied', 'für', 'kinder', 'italian', 'canzoni', 'per', 'bambino', 'japanese', '子供のための歌', 'malay', 'lagu', 'untuk', 'kanak-kanak', 'russian', 'песни', 'для', 'детей', 'spanish', 'canciones', 'para', 'niños', 'swedish', 'sånger', 'för', 'barn', 'thai', 'เพลงสำหรับเด็ก']",Kids & family
34406,,"['full', 'version', 'logo', 'master', 'think', 'master', 'logo', 'quiz', 'take', 'logo', 'master', 'challenge', 'logo', 'different', 'category', 'ultimate', 'logo', 'quiz', 'trivia', 'crowd', 'feature', 'never', 'stuck', 'friend', 'facebook', 'twitter', 'well', 'enjoy', 'statistic', 'share', 'score', 'every', 'logo', 'identify', 'give', 'point', 'first', 'guess', 'make', 'mistake', 'lose', 'point', 'please', 'note', 'logo', 'shown', 'represented', 'protected', 'copyright', 'and/or', 'trademark', 'respective', 'corporation', 'anyone', 'associated', 'claim', 'ownership', 'copyright', 'otherwise', 'logo', 'used', 'logo', 'protected', 'copyright', 'and/or', 'trademark', 'low', 're', 'logo', 'image', 'identification', 'qualifies', 'fair', 'u', 'copyright', 'law']",Kids & family
34468,,"['balloon', 'shooter', 'addictive', 'onto', 'start', 'shooting', 'balloon', ""'ll"", 'always', 'love', 'make', 'score', 'higher', 'last', 'three', 'level', 'prove', 'shooting', 'expertise', 'going', 'advanced', 'recent', 'change', 'sound', 'effect', 'music', 'added', 'enhancement', 'applied', 'wide', 'tile', 'added', 'wp8', 'see', 'last', 'score', 'live', 'tile', 'balloon', 'pop', 'sound', 'added', 'fun', 'rating', 'feature', 'added', 'ease', 'user']",Kids & family
34487,,"['kid', 'karaoke', 'offer', 'world', 'largest', 'licensed', 'karaoke', 'library', 'karaoke', 'fan', 'around', 'world', 'via', 'multiple', 'service', 'product', 'designed', 'engage', 'child', 'series', 'upbeat', 'song', 'colorful', 'animation', 'song', 'lot', 'character', 'nursery', 'rhyme', 'entertain', 'kid', 'world', 'remember', 'press', 'choose', 'refresh', 'go', 'source', 'video', 'detail', 'area', 'also', 'share', 'read', 'pin', 'start', 'object', 'application', 'created', 'turismoassociati.it/dblog', 'educate', 'information', 'cc', 'attribution', 'non', 'commercial', 'share', 'alike', 'browse', 'download', 'certified', 'application', 'window', 'phone', '//bit.ly/1tl68yf', 'licensing', 'information', 'open', 'source', 'license', 'acknowledgement', 'third', 'party', 'copyright', 'turismoassociati', 'might', 'utilize', 'third', 'party', 'software', 'various', 'source', 'statement', 'provides', 'regulatory', 'open', 'source', 'licensing', 'information', 'application', 'portion', 'software', 'might', 'copyrighted', 'respective', 'owner', 'used', 'license', 'turismoassociati', 'turismoassociati.it', 'might', 'incorporate', 'third-party', 'code', 'functionality', 'used', 'code', 'known', 'patent-free', 'reused', 'commercial', 'non-commercial', 'application', 'third', 'party', 'software', 'source', '//youtube.com', 'right', 'reserved', 'original', 'code', 'released', 'public', 'domain', 'privacy', 'policy', 'mobile', 'application', 'may', 'gps', 'technology', 'similar', 'technology', 'determine', 'current', 'location', 'order', 'determine', 'city', 'located', 'within', 'display', 'location', 'map', 'relevant', 'advertisement', 'share', 'current', 'location', 'user', 'partner', 'concerned', 'safeguarding', 'confidentiality', 'information', 'provide', 'physical', 'electronic', 'procedural', 'safeguard', 'protect', 'information', 'process', 'maintain', 'example', 'limit', 'access', 'information', 'authorized', 'employee', 'contractor', 'know', 'information', 'order', 'operate', 'develop', 'improve', 'application', 'please', 'aware', 'although', 'endeavor', 'provide', 'reasonable', 'security', 'information', 'process', 'maintain', 'security', 'system', 'prevent', 'potential', 'security', 'breach', 'addition', 'application', 'may', 'collect', 'certain', 'information', 'automatically', 'including', 'limited', 'type', 'mobile', 'device', 'mobile', 'device', 'unique', 'device', 'id', 'ip', 'address', 'mobile', 'device', 'mobile', 'operating', 'system', 'type', 'mobile', 'internet', 'browser', 'information', 'way', 'application', 'using', 'application', 'consenting', 'processing', 'information', 'set', 'forth', 'privacy', 'policy', 'amended', 'u', 'processing', 'mean', 'using', 'cooky', 'computer/hand', 'held', 'device', 'using', 'touching', 'information', 'way', 'including', 'limited', 'collecting', 'storing', 'deleting', 'using', 'combining', 'disclosing', 'information', 'turismoassociati', 'access', 'collect', 'transmit', 'personal', 'information', 'copyright', 'notice', 'license', 'term', 'distribution', 'software', 'source', 'binary', 'form', 'allowed', 'without', 'change', 'provided', 'distribution', 'source', 'code', 'include', 'copyright', 'notice', 'list', 'condition', 'following', 'disclaimer', 'b', 'distribution', 'binary', 'form', 'include', 'copyright', 'notice', 'list', 'condition', 'following', 'disclaimer', 'documentation', 'and/or', 'associated', 'material', 'c', 'copyright', 'holder', 'name', 'used', 'endorse', 'product', 'built', 'using', 'software', 'without', 'specific', 'written', 'permission', 'alternatively', 'provided', 'notice', 'retained', 'full', 'product', 'may', 'distributed', 'term', 'gnu', 'general', 'public', 'license', 'gpl', 'case', 'provision', 'gpl', 'apply', 'instead', 'given', 'disclaimer', 'software', 'provided', ""'as"", 'explicit', 'implied', 'warranty', 'respect', 'property', 'including', 'limited', 'correctness', 'and/or', 'fitness', 'purpose']",Kids & family
34532,,"['paint', 'art', 'user', 'draw', 'text', 'selected', 'image', 'picture', 'library', 'also', 'allows', 'save', 'picture', 'library', 'helpful', 'people', 'want', 'merge', 'drawn', 'text', 'typed', 'text', 'image', 'image', 'provides', 'option', 'draw', 'text', 'type', 'text', 'different', 'color', 'list', '-redo', 'undo', 'multiple', 'action', '-insert', 'image', 'image', 'image', 'drag', 'image', 'specific', 'position', '-insert', 'text', '-draw', 'text', '-photo', 'frame']",Kids & family
34535,,"['popeye', 'sailor', 'man', 'kid', 'love', 'colorful', 'fun', 'adventurous', 'video', 'fact', 'packed', 'positive', 'message', 'eating', 'spinach', 'person', 'get', 'lot', 'energy', 'appreciating', 'individuality', 'make', 'great', 'choice', 'age', 'group', 'show', 'style', 'encourages', 'kid', 'involvement', 'throughout', 'music', 'humor', 'keep', 'kid', 'entertained', 'great', 'boy', 'girl']",Kids & family
34540,,"['christmas', 'coming', 'santa', 'find', 'long', 'santa', 'arrives', 'house', 'see', 'santa', 'route', 'map', 'city', 'visited', 'norad', ""'em"", 'right', 'see', 'number', 'day', 'hour', 'minute', 'second', 'millisecond', 'beautiful', 'digital', 'drawing', 'finnish', 'american', 'artist', 'available', 'choose', 'background', 'well', 'christmas', 'colored', 'background']",Kids & family
34576,,"['jake', 'never', 'land', 'pirate', 'kid', 'love', 'colourful', 'fun', 'adventurous', 'video', 'fact', 'packed', 'positive', 'social', 'message', 'solving', 'problem', 'good', 'friend', 'appreciating', 'individuality', 'make', 'great', 'choice', 'age', 'group', 'basic', 'academic', 'skill', 'counting', 'sorting', 'included', 'content', 'show', 'style', 'encourages', 'kid', 'involvement', 'throughout', 'music', 'humour', 'keep', 'kid', 'entertained', 'great', 'collection', 'disney', 'video', 'kid', 'including', 'kindergarten', 'toddler', 'going', 'enjoy']",Kids & family
34578,,"['jungle', 'book', 'disney', 'ultimate', 'classic', 'great', 'character', 'awesome', 'story', 'background', 'rich', 'colour', 'character', 'beautifully', 'drawn', 'terrific', 'animation', 'classic', 'fun', 'animated', 'episode', 'kid', 'love', 'forever', 'allows', 'child', 'sing', 'dance', 'along', 'music', 'jungle', 'book', 'episode', 'teach', 'lesson', 'friendship', 'kindness', 'manner', 'teamwork', 'sticking', 'together', 'matter', 'video', 'updated', 'frequently', 'also', 'access', 'exclusive', 'video', 'clip', 'never', 'seen', 'before.with', 'much', 'fun', 'waiting', 'jungle', 'book']",Kids & family
34584,,"['speed', 'math', 'funny', 'make', 'calculate', 'faster', 'test', 'iq', 'easy', '3', 'medium', '2', 'hard', '1']",Kids & family
34599,,"['downloads', 'animal', 'bird', 'camel', 'cat', 'cow', 'dog', 'donkey', 'application', 'primarily', 'intended', 'child', 'year', 'learn', 'recognize', 'animal', 'cry', 'tap', 'screen', 'flip', 'phone', 'upside', 'hear', 'cry', 'animal', 'feel', 'request', 'change', 'correction', 'eric.le.roy', 'free.fr']",Kids & family
34602,,"['learn', 'abc', 'fun', 'easy', 'way', 'vegetable', 'name', 'picures', 'sound', 'form', 'a-z', 'learn', 'alphabet', 'z', 'using', 'alphabet', 'image', 'b', 'aplhabet', 'sound', 'c', 'object', 'starting', 'alphabet', 'picture', 'object', 'starting', 'alphabet', 'name', 'e', 'object', 'starting', 'aplhabet', 'name', 'sound', 'practice', 'kid', 'learned', 'matching', 'alphabet', 'correct', 'image', 'list', 'randomly', 'selected', 'object', 'image', 'b', 'matching', 'object', 'image', 'correct', 'alphabet', 'letter', 'image', 'list', 'randomly', 'selected', 'letter', 'mode', 'keep', 'child', 'engaged', 'without', 'needing', 'press', 'button']",Kids & family
34611,,"['advent', 'best', 'time', 'year', 'freed', 'u', 'every', 'year', 'hectic', 'everyday', 'life', 'mood', 'christmas', 'remember', 'joy', 'christmas', 'season', 'sweetened', 'many', 'advent', 'calendar', 'unfortunately', ""'ll"", 'find', 'advent', 'calendar', 'technical', 'reason', 'chocolate', 'instead', 'find', 'beautiful', 'winter', 'wallpaper', 'christmas', 'ringtones', 'christmas', 'story', 'funny', 'video', 'clip', 'delicious', 'recipe', 'something', 'take', 'time', 'think', 'laugh', 'triomis', 'team', 'wish', 'nice', 'hectic', 'christmas', 'season', 'fun', 'advent', 'calendar', 'implementation', 'calendar', 'lot', 'fun', 'excitement', 'version', 'allows', 'open', 'three', 'door', 'review', 'door', 'opened']",Kids & family
34613,,"['myfamily', 'tree', 'discover', 'edit', 'family', 'history', 'keep', 'touch', 'people', 'love', 'anytime', 'anywhere', 'myfamily', 'tree', 'take', 'advantage', 'mobile', 'contact', 'application', 'provides', 'stylish', 'family', 'tree', 'viewer', 'visualize', 'ancestry', 'research', 'make', 'easy', 'create', 'family', 'tree', 'view', 'profile', 'data', 'family', 'member', 'view', 'edit', 'family', 'tree', 'pedigree', 'add', 'people', 'tree', 'take', 'photo', 'edit', 'profile', 'birthday', 'relationship', 'easily', 'import', 'people', 'mobile', 'contact', 'birthday', 'alarm', 'simply', 'call', 'send', 'email', 'text', 'people', 'love']",Kids & family
34769,,"['christmas', 'around', 'corner', 'wanted', 'person', 'santa', 'lot', 'fun', 'put', 'friend', 'profile', 'wanted', 'person', 'xmas', 'time', 'also', 'make', 'person', 'christmas', 'elf', 'rusty', 'snowman', 'rudolph', 'red', 'nosed', 'reindeer', 'save', 'finished', 'image', 'simply', 'image', 'library', 'post', 'facebook', 'twitter', 'send', 'via', 'e-mail', 'great', 'fun', 'christmas', 'party', 'trial', 'version', 'advertising', 'appears']",Kids & family
34881,,"['spelling', 'wizard', 'fun', 'easy', 'way', 'kid', 'practice', 'improve', 'spelling', 'pace', 'packed', 'carefully', 'selected', 'spoken', 'word', 'spelling', 'wizard', 'ensure', 'kid', 'combination', 'easy', 'difficult', 'word', 'practice', 'learn', 'parent', 'control', 'difficult', 'much', 'assistance', 'spelling', 'wizard', 'give', 'kid', 'ability', 'view', 'sample', 'spoken', 'word', 'upfront', 'even', 'exclude', 'certain', 'word', 'dictionary', 'parent', 'ability', 'effective', 'assessment', 'kid', 'playing', 'history', 'basic', 'summary', 'session', 'highlight', 'word', 'kid', 'difficulty', 'key', 'contains', 'spoken', 'word', 'grade', 'group', 'kindergarten', 'grade', 'finely', 'tuned', 'engine', 'ensures', 'kid', 'mix', 'easy', 'hard', 'word', 'well', 'designed', 'interface', 'making', 'easy', 'kid', 'setting', 'allow', 'parent', 'control', 'hard', 'much', 'kid', 'control', 'allow', 'parent', 'sample', 'exclude', 'word', 'dictionary', 'simple', 'history', 'give', 'parent', 'effective', 'assessment', 'progress', 'identify', 'problem', 'word']",Kids & family
34938,,"['disney', 'doc', 'mcstuffins', 'animated', 'preschool', 'series', 'sends', 'excellent', 'message', 'kid', 'imaginative', 'caring', 'others', 'problem', 'solving', 'kid', 'see', '6-year-old', 'doctor', 'taking', 'initiative', 'heal', 'fix', 'toy', 'typically', 'involves', 'replacing', 'battery', 're-stitching', 'seam', 'encouraging', 'independence', 'can-do', 'attitude', 'doc', 'doctor', 'kid-friendly', 'health', 'tip', 'good', 'reminder', 'basic', 'personal', 'hygiene', 'teach', 'basic', 'manner', 'also', 'comprehension', 'observation', 'reasoning', 'end']",Kids & family
35044,,"['simple', 'fun', 'young', 'child', 'year', 'bright', 'geometric', 'shape', 'color', 'child', 'learn', 'basic', 'color', 'also', 'see', 'difference', 'rectangle', 'circle', 'learn', 'count', 'addition', 'small', 'size', 'piece', 'child', 'learn', 'better', 'coordinate', 'movement', 'focus', 'plane']",Kids & family
35051,,"['babar', 'video', 'babar', 'elephant', 'unlimited', 'fun', 'simple', 'enough', 'follow', 'cute', 'moment', 'adult', 'child', 'fall', 'fun', 'antic', 'elephant', 'style', 'simplistic', 'lacking', 'style', 'flair', 'elephant', 'character', 'faithful', 'basic', 'visuals', 'good', 'younger', 'kid', 'babar', 'awesome', 'kid', 'family', 'cartoon', 'show', 'simple', 'nice', 'way', 'life', 'short', 'message', 'episode']",Kids & family
35059,,"['enjoy', 'nonstop', 'fun', 'full', 'entertainment', 'gaming', 'experience', 'owner', 'pet', 'drop', 'pet', 'care', 'center', 'time', 'go', 'shopping', 'pretty', 'pet', 'need', 'bath', 'dress', 'take', 'good', 'care', 'pet', 'clicking', 'different', 'icon', 'complete', 'different', 'operations.keep', 'pet', 'away', 'hospital', 'make', 'beautiful', 'bring', 'happiness', 'moreover', 'take', 'snapshot', 'share', 'happy', 'friend', 'facebook', 'twitter', 'pretty', 'sure', 'time', 'stay', 'pet', 'baby', 'fall', 'love', 'open', 'petcare', 'lovely', 'pet', 'need', 'bath', 'wash', 'step', 'step', 'using', 'soap', 'nozzle', 'towel', 'blower', 'whisk', 'keep', 'pet', 'away', 'doctor', '.after', 'come', 'dress', 'room', 'choose', 'cutest', 'clothes', 'well', 'pretty', 'necktie', 'lovely', 'hat', 'colorful', 'glass', 'various', 'cute', 'shoe', 'dress', 'process', 'enjoy', 'time', 'playing', 'pet', 'pet', 'love', 'ball', 'show', 'lovely', 'smile', 'playing', 'ball', '.a', 'snapshot', 'taken', 'remember', 'unforgettable', 'time', 'social', 'share', 'pet', 'snapshot', 'friend', 'facebook', 'twitter', 'key', 'arrange', 'date', 'animal', 'different', 'specie', 'produce', 'animation', 'design', 'house', 'care', 'cute', 'animal', 'share', 'pet', 'snapshot', 'friend', 'facebook', 'twitter', 'beautiful', 'colorful', 'dress', 'tool', 'make', 'pet', 'lovely', 'toy', 'learn', 'take', 'care', 'others', 'contains', 'aspect', 'eating', 'dressing', 'playing', 'taking', 'care', 'medical', 'treating', 'take', 'snapshot', 'cute', 'pet', 'baby', 'different', 'scene', 'snapshot', 'saved', 'photo', 'album', 'story', 'garden', 'keep', 'animal', 'kitten', 'bunny', 'monkey', 'puppy', 'day', 'meet', 'baby', 'garden', 'without', 'anyone', 'around', 'seems', 'well', 'took', 'hospital', 'immediately', 'taking', 'body', 'temperature', 'infusing', 'measuring', 'blood', 'pressure', 'taking', 'x-ray', 'picture', 'baby', 'come', 'life', 'took', 'home', 'clean', 'nozzle', 'went', 'garden', 'feed', 'animal', 'see', 'two', 'monkey', 'playing', 'jumping', 'kitten', 'running', 'go', 'back', 'home', 'baby', 'practicing', 'motoric', 'skill', 'say', 'practice', 'memory', 'tonight', 'buy', 'shirt', 'trouser', 'next', 'day.and', 'cutting', 'mustache', 'find', 'dream', 'baby', 'cat', 'pet', 'dog', 'baby', 'owl，beautiful', 'fox，cute', 'rabbit', 'pig', 'little', 'mouse', 'take', 'care', 'happily', 'clean', 'pet', 'room', 'wash', 'bath', 'dress', 'make', 'make', 'pet', 'also', 'many', 'different', 'kind', 'food', 'feed', 'milk', 'toasted', 'bread', 'fruit', 'eating', 'drinking', 'enough', 'pet', 'bedroom', 'outside.through', 'little', 'knowledge', 'special', 'care', 'make', 'pet', 'healthy', 'happy', 'part', 'home', 'year', 'come']",Kids & family
35320,,"['baby', 'sleep', 'baby', 'soother', 'little', 'favourite', 'soothing', 'sound', 'fingertip', 'well', 'common', 'relaxing', 'sound', 'lullaby', 'baby', 'soother', 'provides', 'variety', 'low', 'frequency', 'sound', 'designed', 'simulate', 'comfort', 'womb', 'environment', 'familiar', 'sound', 'proven', 'calming', 'effect', 'stop', 'baby', 'cry', 'drift', 'sleep', 'key', 'choose', 'different', 'low', 'frequency', 'sound', 'relaxing', 'ambient', 'noise', 'lullaby', 'music', 'repeat', 'sound', 'chosen', 'duration', 'adjustable', 'sound', 'activation', 'mode', 'baby', 'wake', 'cry', 'chosen', 'sound', 'start', 'playing', 'soothe', 'back', 'sleep', 'personalise', 'soother', 'suit', 'location', 'adjusting', 'level', 'noise', 'needed', 'trigger', 'sound', 'activation', 'soothing', 'sound', 'include', 'hair', 'dryer', 'washing', 'machine', 'vacuum', 'cleaner', 'heartbeat', 'white', 'noise', 'brown', 'noise', 'pink', 'noise', 'ticking', 'clock', 'ocean', 'wave', 'running', 'stream', 'lullaby', 'v2.0', 'add', 'two', 'sound', 'brown', 'pink', 'noise', 'variation', 'popular', 'white', 'noise', 'sound', 'level', 'increased', 'adjusted', 'volume', 'key', 'information', 'great', 'visit', 'www.appy-now.co.uk']",Kids & family
35636,,"['simon', 'cow', 'classic', 'simon', 'say', 'repeat', 'memory', 'kid', 'adult', 'cute', 'animal', 'sound', 'twist', 'latest', 'update', 'v1.3', 'window', 'phone', 'mango', 'application', 'fast', 'switching', 'button', 'setting', 'choose', 'randomly', 'select', 'cute', 'animal', 'icon', 'color', 'block', 'interesting', 'animal', 'sound', 'music', 'note', 'mute', 'option', 'playing', 'rotation', 'sequence', 'answering', 'timer', 'function', 'make', 'challenge', 'fun', 'online', 'leaderboard', 'service', 'scoring', 'system', 'compete', 'friend', 'world', 'simon', 'cow', 'please', 'leave', 'u', 'nice', 'rating', 'u', 'create', 'great', 'forget', 'check', 'thanks', 'facebook', '//www.facebook.com/pages/ganlok-studio/177886212233732']",Kids & family
35677,,"['learn', 'child', 'many', 'question', 'answer', 'quiz', 'year', 'old', 'splendid', 'quality', 'grapics', 'atract', 'often', 'share', 'score', 'facebook', 'consider', 'buying', 'full', 'version', 'rid', 'ad', ""'m"", 'planning', 'add', 'question', 'get', 'popular', 'translated', 'language', 'e-mail', 'suggestion', 'idea', 'bug', 'e-mail', 'kubek.wp7dev', 'gmail.com']",Kids & family
35692,,"['release', 'v', 'amazing', 'vivid', 'graphic', 'minor', 'bug', 'fix', 'learn', 'write', 'recognize', 'alphabet', 'wonderfully', 'child-friendly', 'way', 'hindi', 'english', 'teach', 'write', 'trace', 'alphabet', 'make', 'fun', 'showing', 'spelling', 'pick', 'color', 'turn', 'sound', 'trace', 'teaching', 'make', 'fun', 'learning', 'write', 'language', 'script', 'fun', 'filled', 'activity', 'kid', 'adult', 'encouraging', 'guide', 'kid', 'trace', 'letter', 'showing', 'animation', 'kid', 'actually', 'start', 'tracing', 'alphabet', 'forming', 'letter', 'kid', 'practice', 'doodling', 'alphabet', 'image', 'make', 'shape', 'letter', 'becomes', 'delightfully', 'distraction-free', 'way', 'kid', 'learn', 'letter', 'name', 'kid', 'tap', 'icon', 'verify', ""'ve"", 'learned', 'name', 'correctly', 'letter', 'correctly', 'traced', 'corresponding', 'word', 'spelled', 'object', 'image', 'move', 'next', 'letter', 'tap', 'screen', 'press', 'back', 'button', 'time', 'kid', 'done', 'know', 'appearance', 'pronunciation', 'letter', 'heart', 'striking', 'animated', 'kid', 'trace', 'letter', 'correct', 'order', 'pleasing', 'audio', 'sound', 'letter', 'word', 'delightful', 'learning', 'alphabet', 'doodling', 'practice', 'writing', 'voice-over', 'learn', 'sound', 'letter', 'corresponding', 'word', 'hint', 'shown', 'kid', 'traced', 'letter', 'wrong', 'simple', 'fun', 'would', 'love', 'hear', 'kid', 'parent', 'feedback', 'valuable', 'u', 'help', 'u', 'developing', 'awesome', 'kid', 'enjoy']",Kids & family
35700,,"['برنامه', 'ای', 'برای', 'آشنایی', 'کودکان', 'با', 'برخی', 'از', 'حیوانات', 'اهلی', 'و', 'وحشی', 'به', 'همراه', 'صدای', 'آنها', 'می', 'باشد']",Kids & family
35715,,"['in-app', 'purchase', 'permanently', 'remove', 'ad', 'son', 'always', 'ask', 'change', 'color', 'existing', 'kid', 'paint', 'filled', 'drop', 'down', 'menu', 'confusing', 'setting', 'difficult', 'little', 'one', 'figure', 'designed', 'son', 'test', 'toddler', 'paint', 'color', 'square', 'permanently', 'fixed', 'right', 'side', 'screen', 'see', 'color', 'tap', 'simple', 'toddler', 'paint', 'also', 'includes', 'multi-touch', 'saving', 'changing', 'background', 'adjusting', 'brush', 'size', 'choosing', 'color', 'fill', 'color', 'button', 'also', 'added', 'easy', 'way', 'fan', 'ad', 'search', 'paid', 'ad-free', 'version', 'toddler', 'paint', 'enjoy', 'toddler', 'paint', 'made', 'america', 'goodbardevelopment', 'outlook.com', 'twitter', 'goodbar_dev', 'u', 'facebook', '//www.facebook.com/pages/toddler-paint/217815691653168']",Kids & family
35794,,"['practice', 'make', 'perfect', 'math', 'problem', 'easy', 'solve', 'others', 'difficult', 'help', 'kid', 'practice', 'methodical', 'pattern', 'head', 'start', 'difficult', 'math', 'skill', 'great', 'grade', 'level', 'timed', 'practice', 'improves', 'speed', 'try', 'clean', 'user', 'interface', 'designed', 'train', 'kid', 'notice', 'difference', 'kid', 'math', 'skill', 'day', 'practising']",Kids & family
35802,,"['learn', 'child', 'farm', 'animal', 'fun', 'great', 'young', 'kid', 'toddler', 'learn', 'name', 'voice', 'animal', 'farm', 'creature', 'cow', 'pig', 'horse', 'rabbit', 'goat', 'placed', 'animated', 'scenery', 'animal', 'voice', 'sound', 'tap', 'animal', 'different', 'voice', 'pattern', 'every', 'minute', 'unique', 'sound', 'pattern', 'created', 'chant', 'bird', 'farm', 'sound', 'relax', 'enjoy', 'farm', 'view', 'soothing', 'sound', 'aura', 'prevents', 'screen', 'locking', 'running', 'tile', 'scenery', 'preview']",Kids & family
