,package,description,category
25118,,"['vectorial', 'map', 'allows', 'view', 'mapsforge', 'openstreetmap', 'offline', 'vector', 'map', 'record', 'track', 'support', 'different', 'map', 'style', 'basic', 'track', 'editing', 'background', 'track', 'recording', 'view', 'mapsforge', 'offline', 'vector', 'map', '.map', 'view', 'osmand/locus', 'offline', 'raster', 'map', '.sqlitedb', 'download', 'offline', 'vector', 'map', 'directly', 'change', 'map', 'look', 'feel', 'fly', 'using', 'custom', 'mapsforge', 'xml', 'style', 'sheet', 'record', 'gps', 'track', 'background', 'import', 'edit', 'track', 'waypoints', 'gpx', 'kml', 'kmz', 'draw', 'track', 'waypoints', 'e.g', 'trip', 'planning', 'calculate', 'route', 'around', 'anchor', 'point', 'search', 'poi', 'slippy', 'format', 'online', 'tile', 'source', 'openstreetmap.org', 'opencyclemaps', 'take', 'map', 'screenshots', 'map', 'style', 'track', 'file', 'imported', 'using', 'window', 'phone', 'open', 'feature', 'e.g', 'using', 'internet', 'explorer', 'onedrive', 'skydrive', 'supporting', 'open', 'wifi', 'upload', 'recommended', 'big', 'map', 'export', 'gpx', 'kml', 'track', 'upload', 'onedrive', 'load', 'altitude', 'data', 'dem', 'server', 'iap', 'requires', 'internet', 'connection', 'question', 'feedback', 'feature', 'request', 'bug', 'report', '//www.vectorialmap.com/contact', 'vectorial', 'map', 'instruction', 'open', 'create', 'offline', 'map', 'style', '//www.vectorialmap.com/wphelp', 'mapsforge', 'offline', 'map', 'downloaded', '//download.mapsforge.org/maps/', '//www.openandromaps.org/en/', 'note', 'onedrive', 'window', 'phone', '100mb', 'file', 'limit', 'window', 'phone', 'stop', 'gps', 'hour', 'inactivity', 'manage', 'track', 'waypoints', 'vectorial', 'map', 'desktop', 'available', '//www.vectorialmap.com/download', 'used', 'easily', 'export', 'import', 'view', 'track', 'waypoints', 'recorded', 'mobile', 'version', 'vectorial', 'map', 'information', '//www.vectorialmap.com/mobiledbmanager']",Navigation & maps
25293,,"['live', 'tracking', 'bus', 'tram', 'wrocław']",Navigation & maps
25311,,"['parking', 'tool', 'suite', 'tool', 'necessary', 'vehicle', 'tool', 'everyday', 'life', 'alarm', 'allows', 'warned', 'approach', 'end', 'time', 'parking', 'time', 'paid', 'work', 'application', 'closed', 'localization', 'tool', 'allows', 'know', 'real-time', 'position', 'vehicle', 'locate', 'map', 'parking', 'tool', 'may', 'well', 'metric', 'system', 'imperial', 'distance', 'tool', 'allows', 'find', 'way', 'back', 'vehicle', 'view', 'map', 'tool', 'allows', 'keep', 'track', 'parking', 'information', 'floor', 'seat', 'number', 'tool', 'give', 'address', 'parked', 'vehicle', 'flashlight', 'allows', 'enlighten', 'way', 'back', 'find', 'vehicle', 'compatible', 'phone', 'map', 'selector', 'allows', 'map', 'style', 'suit', 'ability', 'block', 'standby', 'window', 'phone', 'interrupted', 'map', 'used', 'trial', 'mode', 'day', 'fully', 'functional']",Navigation & maps
25472,,"['dashboard', 'let', 'create', 'collection', 'gauge', 'including', 'compass', 'gyroscope', 'speed', 'tilt', 'acceleration', 'heading', 'location', 'altitude', 'vibration', 'include', 'brightness', 'control', 'night', 'toggle', 'portrait', 'landscape', 'optional', 'lock', 'custom', 'calibration', 'setting', 'prevent', 'phone', 'going', 'idle', 'monitoring', 'gauge', 'select', 'unit', 'appropriate', 'measurement', 'including', 'metric', 'u', 'standard', 'nautical', 'update', 'v.18', 'speed', 'feed', 'km/h', 'unit', 'max', 'location', 'based', 'feed', 'common', 'observer', 'better', 'performance', 'update', 'v1.7', 'added', 'compass', 'sensor', 'feed', 'heading', 'true', 'heading', 'magnetic', 'added', 'compass', 'gauge', 'traditional', 'compass', 'plane', 'compass', 'fighter', 'compass', 'added', 'motion', 'sensor', 'feed', 'tilt', 'gyro', 'added', 'motion', 'gauge', 'artificial', 'horizon', 'artifical', 'horizon', 'compass', 'ring', 'renamed', 'course', 'feed', 'heading', 'gps', 'renamed', 'tilt', 'feed', 'tilt', 'accelerometer', 'update', 'v1.6', 'move', 'gauge', 'option', 'added', 'support/feedback', 'tool', 'belt', 'show', 'label', 'update', 'v1.5', 'added', 'message', 'location', 'service', 'fixed', 'potential', 'crash', 'bug', 'weather', 'vibration', 'sensor', 'stopped', 'working', 'calibration', 'fixed', 'update', 'v1.4', 'reduced', 'time', 'bring', 'dashboard', 'setup', 'gauge', 'screen', 'update', 'v1.3', 'store', 'user-selected', 'size', 'gauge', 'added', 'reflective', 'gauge', 'surface', 'detail', 'added', 'customizable', 'dash', 'surface', 'fixed', 'crash', 'accelerometer', 'present', 'using', 'tilt', 'update', 'v1.2', 'added', 'metric', 'including', 'ascent', 'reverse', 'geocode', 'feed', 'city', 'zip', 'well', 'temperature', 'humidity', 'made', 'calibration', 'simpler', 'clearer', 'feedback', 'much', 'vibration', 'added', 'optional', 'tip', 'adjusted', 'filter', 'accelerometer', 'feed', 'slower', 'steadier', 'fixed', 'crash', 'returning', 'idle', 'edit', 'screen', 'roll', 'icon', 'show', 'light', 'theme', 'fixed']",Navigation & maps
25474,,"['join', 'community', 'million', 'driver', 'using', 'award-winning', 'scout', 'personalized', 'mapping', 'gps', 'navigation', 'window', 'phone', 'daily', 'commute', 'discovering', 'local', 'weekend', 'fun', 'always', 'travel', 'bos', 'scout—packed', 'current', 'map', 'traffic-beating', 'voice-guided', 'direction', 'nearby', 'restaurant', 'cheap', 'gas', 'onmyway®', 'eta-sharing', 'u', 'text', 'scout', 'let', 'others', 'know', 'let', 'follow', 'real-time', 'progress', 'map', 'favorite', 'spot', 'map', 'see', 'place', 'liked', 'previously', 'wherever', 'visual', 'enhancement', 'always', 'working', 'improve', 'experience', 'even', 'small', 'stuff', 'scout', 'dashboard', 'handy', 'home', 'screen', 'always', 'updated', 'relevant', 'local', 'info', 'journey', 'multiple', 'routes—', 'choose', 'three', 'traffic-optimized', 'route', 'get', 'destination', 'step-by-step', 'turn', 'list', 'easily', 'follow', 'direction', 'selected', 'route', 'visual', 'list', 'turn', 'local', 'search', 'million', 'listing', 'find', 'wherever', 'search', 'box', 'nearby', 'place', 'tap', 'find', 'nearby', 'gas', 'restaurant', 'detail', 'phone', 'number', 'review', 'place', 'save', 'favorite', 'frequented', 'place', 'scout', 'plus', 'in-app', 'upgrade', 'navigate', 'beat', 'traffic', 'pro', 'scout', 'plus', 'in-app', 'purchase', 'voice', 'turn-by-turn', 'direction', '—drive', 'confidently', 'award-winning', 'voice-guided', 'turn-by-turn', 'direction', 'onmyway®', 'eta-sharing', 'traffic', 'alert', '—know', 'expect', 'along', 'route', 'real-time', 'traffic', 'alert', 'avoid', 'jam', 'one-tap', 'rerouting', 'map', 'red-light', 'camera', 'traffic', 'flow', 'see', 'nearby', 'traffic', 'flow', 'head', 'red-light', 'camera', 'voice', 'command', 'speak', 'type', 'view', 'map', 'direction', 'street', 'address', 'saved', 'place', 'navigate', 'hand']",Navigation & maps
25528,,"['stress-free', 'ride', 'radarstation', 'driver', 'assistant', 'without', 'subscription', 'user', 'participate', 'live', 'report', 'incident', 'accident', 'traffic', 'jam', 'danger', 'alert', 'area', 'frequent', 'monitoring', 'voting', 'system', 'measure', 'reliability', 'alarm', 'voice', 'alert', 'look', 'away', 'road', 'speeding', 'indicator', 'audio', 'visual', 'landscape', 'portrait', 'mode', 'map', 'mode']",Navigation & maps
25577,,"['altimeter', 'professional', 'detecting', 'position', 'altitude', 'accurately', 'application', 'altimeter', 'know', 'real', 'height', 'much', 'importance', 'point', 'view', 'graphic', 'proposes', 'analog', 'altimeter', 'digital', 'measurement', 'also', 'store', 'maximum', 'height', 'useful', 'hiking', 'mountain', 'also', 'see', 'quality', 'accuracy', 'time', 'gps', 'see', 'altitude', 'foot', 'function', 'take', 'picture', 'take', 'photograph', 'personalized', 'altitutidine', 'place', 'share', 'facebook', 'whatsapp', 'etc']",Navigation & maps
25584,,"['finaly', 'garmin', 'non', 'nt', 'map', 'window', 'phone', 'trailmap', 'handle', 'true', '3d', 'map', 'relief', 'tracking', 'route', 'personal', 'poi', 'compass', 'map', 'rotation', 'compass', 'search', 'city', 'trailmap', 'manager', 'upload', 'map', 'version', 'bugfix', 'changed', 'trial', 'mode', 'version', 'trail', 'color', 'similar', 'sign', 'color', 'route', 'detail', 'view', 'compass', 'bugfix', 'texture', 'bugfix', 'terrain', 'shading', 'road', 'reading', 'bugfix', 'hgt', 'cache', 'bugfix', 'terrain', 'ca', 'cover', 'label', 'memory', 'fix', 'version', 'bug', 'fix', 'map', 'handling', 'performance', 'improving', 'version', 'create', 'poi', 'gps', 'position', 'map', 'file', 'contain', 'multi', 'img', 'file', 'bugfix', 'version', 'hgt', 'elevation', 'map', 'supported', 'please', 'update', 'trailmap', 'manager', '6bit', 'string', 'map', 'supported', 'bug', 'fix', 'please', 'remember', 'program', 'related', 'garmin', 'ltd']",Navigation & maps
25593,,"['mobile', 'e-services', 'georgian', 'railway', 'purchase', 'two', 'way', 'ticket', 'student', 'discount', 'purchased', 'ticket', 'saved', 'locally', 'see', 'generated', 'qr', 'code', 'offline', 'mode']",Navigation & maps
25662,,"['call', 'inclinometer', 'call', 'clinometer', 'call', 'level', 'call', 'whatever', 'enough', 'still', 'missing', 'landmeter', 'official', 'inclinometer', 'off-roads', 'enthusiast', '4x4', 'car', 'truck', 'jeep', 'landrover', 'trailer', 'take', 'control', 'car', 'pitching', 'rolling', 'pwhone', 'dashboard', 'accessory', 'landscape', 'portrait', 'view', 'separate', 'calibration', 'pitching', 'rolling', 'disable', 'automatic', 'lock', 'wp7', 'in-car', 'charger', 'suggested', 'numeric', 'display', 'accurate', 'pitching', 'rolling', 'measurement', 'set', 'alarm', 'reach', 'certain', 'inclination', 'viscosity', 'better', 'realistic', 'precise', 'movement', 'suggestion', 'request', 'u', 'iphone', 'dimension.it']",Navigation & maps
25663,,"['gps', 'utility', 'help', 'convert', 'major', 'geographical', 'coordinate', 'system', 'helpful', 'excursionist', 'navigator', 'user', 'tomtom', 'garmin', 'etc', 'geocaching', 'lover', 'bing', 'map', 'enthusiast', 'convert', 'dm', 'coordinate', 'degree', 'minute', 'second', 'dm', 'coordinate', 'degree', 'decimal', 'minute', 'dd', 'coordinate', 'decimal', 'degree', 'utm', 'coordinate', 'universal', 'transverse', 'mercator', 'mgrs', 'coordinate', 'military', 'grid', 'reference', 'system', 'plus', 'local', 'coordinate', 'system', 'using', 'internal', 'window', 'phone', 'gps', 'spherical', 'distance', 'coordinate', 'built-in', 'bing', 'map', 'view', 'reference', 'wikipedia', 'real', 'time', 'gps', 'coordinate', 'km', 'mile', 'supported', 'v1.1', 'add', 'wikipedia', 'section', 'automatic', 'background', 'changer', 'v1.2', 'add', 'abmob', 'fix', 'restore', 'start/end', 'point', 'last', 'session']",Navigation & maps
25720,,"['ultimate', 'designed', 'time', 'attendance', 'software', 'enabling', 'virtual', 'tracking', 'whoisin', 'web-based', 'biometric', 'attendance', 'tracking', 'system', 'focused', 'tracking', 'attendance', 'employee', 'movement', 'especially', 'business', 'multiple', 'office', 'provides', 'complete', 'visibility', 'human', 'resource', 'enabling', 'better', 'management', 'control', 'lot', 'value', 'added', 'attendance', 'tracking', 'system', 'focus', 'tracking', 'entry', 'exit', 'employee', 'whoisin', 'additionally', 'uniquely', 'track', 'presence', 'employee']",Navigation & maps
25996,,"['display', 'vessel', 'wgs-84', 'position', 'time', 'speed', 'cog', 'calculates', 'also', 'time', 'local', 'sunrise', 'sunset', 'require', 'data', 'connection', 'phone', 'screen', 'lock', 'disabled', 'foregound', 'supported', 'unit', 'speed', 'nautical', 'mile', 'per', 'hour', 'i.e', 'knot', 'kt', 'kilometer', 'per', 'hour', 'kph', 'mile', 'per', 'hour', 'mph', 'meter', 'per', 'second', 'm/s', 'foot', 'per', 'second', 'fps']",Navigation & maps
26022,,"['share', 'location', 'family', 'friend', 'let', 'know', 'see', 'location', 'map', 'child', 'school', 'safely', 'spouse', 'nearby', 'share', 'cup', 'tea', 'break', 'brother', 'progressing', 'hiking', 'trip', 'gps', 'tracking', 'brings', 'peace-of-mind', 'knowing', 'family', 'friend', 'without', 'calling', 'back', 'forth', 'stay', 'connected', 'loved', 'one', 'time', 'work', 'best', 'shared', 'install', 'kid', 'phone', 'invite', 'friend', 'join', 'location', 'location', 'history', 'shared', 'people', 'pair', 'securely', 'unobtrusively', 'us', 'include', 'locate', 'friend', 'family', 'member', 'follow', 'route', 'know', 'kid', 'notified', 'move', 'track', 'travel', 'buddy', 'sync', 'route', 'traveling', 'separately', 'send', 'location', 'meet', 'colleague', 'friend', 'track', 'route', 'daily', 'routine', 'include', 'geo-fencing', 'notification', 'alert', 'kid', 'enters/leaves', 'school', 'example', 'automatic', 'location', 'update', 'see', 'friend', 'real', 'time', 'pin', 'friend', 'map', 'see', 'location', 'history', 'past', 'month', 'location', 'ping', 'location', 'upon', 'request', 'invisible', 'mode', 'live', 'tile', 'available', 'english', 'german', 'french', 'italian', 'spanish', 'russian', 'portuguese', 'bulgarian', 'gps', 'tracking', 'download', 'limited', 'pin', 'friend', 'map', 'alert', 'tracking', 'location', 'history', 'day', 'remove', 'limit', 'enjoy', 'full', 'functionality', 'one-time', 'in-app', 'purchase']",Navigation & maps
26045,,"['nice', 'compilation', 'opendata', 'poi', 'city', 'vienna', 'austria', 'provides', 'sleek', 'designed', 'handy', 'citizen', 'tourist', 'navigation', '3d', 'mode', 'speech', 'output', 'route', 'pedestrian', 'driving', 'mode', 'point', 'interest', 'poi', 'obtained', 'opendata', 'vienna', 'include', 'police', 'station', 'hospital', 'car', 'sharing', 'taxi', 'rank', 'sightseeing', 'public', 'toilet', 'many', 'hint', 'map', 'specially', 'vienna', 'currently', 'located', 'within', 'vienna', 'fixed', 'location', 'within', 'city', 'used', 'order', 'simulate', 'certain', 'f.e', 'navigation', 'hint', 'information', 'provided', 'opendata', 'vienna', 'data.wien.gv.at', 'therefore', 'influence', 'manufacturer']",Navigation & maps
26350,,"['solve', 'visually', 'small', 'travellingsalesman', 'problem']",Navigation & maps
26372,,"['skymap', 'amazing', 'planetarium', 'window', 'phone', 'enables', 'point', 'phone', 'sky', 'see', 'star', 'constellation', 'planet', 'deep', 'space', 'object', 'real', 'time', 'skymap', 'show', 'sky', '3d', 'see', 'night', 'time', 'exposing', 'collection', 'star', 'easy', 'viewpoint', 'time', 'location', 'earth', 'determines', 'location', 'automatically', 'support', 'pinch', 'zoom', 'detail', 'provides', 'highly', 'customizable', 'map', 'trial', 'available', 'version', 'constellation', 'name', 'multiple', 'language', 'show/hide', 'constellation', 'art', 'application', 'bar', 'previous', 'version', 'improved', 'graphic', 'performance', 'star', 'twinkle', '-live', 'tile', '-search', 'point', 'sky', '-3d', 'map', 'rendering', 'real', 'time', '-virtual', 'sky', 'designed', 'rich', 'set', 'texture', 'milky', 'way', 'constellation', 'artwork', 'etc', '-ability', 'see', 'sky', 'object', 'horizon', 'skymap', 'full', 'set', 'order', 'casual', 'stargazer', 'amateur', 'astronomer', 'explore', 'locate', 'object', 'sky', '-realistic', 'milky', 'way', 'image', 'horizon', '-constellations', 'beautiful', 'johannes', 'hevelius', 'artwork', '-a', 'lot', 'setting', 'manual', 'location', 'time', 'map', 'customization', 'etc', '-interactive', 'zoom', '-night', 'mode', '-gesture', '-constellations', 'star', 'deep', 'space', 'object', 'planet', 'sun', 'moon', 'information', '-autocomplete', 'search', 'function', '-fast', 'loading', 'initialization', '-support', 'portrait', 'landscape', 'orientation', '-map', 'rotation', 'mode', '-point', 'sky', 'mode', '-flashlight', 'map', 'orientation', 'lock', 'improvement', '-help', '-improved', 'sky', 'map', 'graphic', 'planet', 'image', 'star', 'color', 'diffraction', 'spike', 'etc', '-sky', 'object', 'information', 'wikipedia', 'integration', '-new', 'quick', 'setting', 'bar', 'star', 'density', 'selection', 'flip', 'map', '-alt/az', 'grid', '-additional', 'customizations', 'show/hide', 'map', 'layer', 'planet', 'star', 'messier', 'object', 'etc', '//www.skymaponline.net']",Navigation & maps
26467,,"['speedlogger', 'developed', 'analyzing', 'speed', 'data', 'movement', 'support', 'three', 'different', 'speed', 'unit', 'knot', 'h', 'km/', 'h', 'mile', 'h', 'view', 'logged', 'speed', 'data', 'statistic', 'view', 'manage', 'data', 'data', 'management', 'view', 'also', 'capture', 'image', 'main', 'view', 'statistic', 'view', 'medium', 'library', 'send', 'anywhere', 'note', 'application', 'us', 'phone', 'location', 'service', 'lot', 'battery', 'power', 'recommended', 'external', 'power', 'supply', 'logging', 'version', 'update', 'code', 'improvement', 'updated', 'referenced', 'library', 'trial', 'mode', 'supported', 'please', 'try', 'give', 'feedback', 'version', 'update', 'graphic', 'better', 'look', 'user', 'interface', 'feature', 'clean', 'data', 'clean', 'unwanted', 'speed', 'value', 'data', 'available', 'market', 'finnish', 'language']",Navigation & maps
26514,,"['marinetraffic', 'display', 'map', 'near', 'real-time', 'position', 'ship', 'yacht', 'worldwide', 'connected', 'largest', 'network', 'automatic', 'identification', 'system', 'ai', 'receiver', 'cover', 'major', 'port', 'shipping', 'route', 'view', 'vessel', 'live', 'map', 'search', 'ship', 'boat', 'port', 'see', 'near', 'vessel', 'per', 'day', 'report', 'position', 'via', 'marinetraffic', 'ai', 'port', 'arrival', 'departure', 'live', 'port', 'marina', 'current', 'condition', 'port', 'estimated', 'time', 'arrival', 'boat', 'ship', 'manage', 'list', 'vessel', 'fleet', 'shared', 'device', 'marinetraffic.com', 'view', 'live', 'wind', '48-hour', 'wind', 'forecast', 'map', 'browse', 'million', 'photo', 'ship', 'yacht', 'harbor', 'lighthouse', 'much', 'join', 'great', 'marinetraffic', 'community']",Navigation & maps
26516,,"['location', 'finder', 'wp', 'feature', 'packed', 'location', 'finding/sharing', 'location', 'basic', 'functionality', 'provided', 'advanced', 'bing', 'place', 'card', 'integration', 'ability', 'save', 'bing', 'place', 'address', 'book', 'ability', 'import', 'address', 'book', 'contact', 'generate', 'voice', 'command', 'integration', 'etc', 'make', 'compelling', 'key', 'transparent', 'live', 'tile', 'provides', 'geocoding', 'reverse', 'geocoding', 'live', 'tile', 'main', 'tile', 'updated', 'every', 'min', 'current', 'location', 'info', 'set', 'wide', 'secondary', 'tile', 'current', 'geocode', 'reverse', 'geocode', 'location', 'ability', 'save', 'location', 'future', 'filtered', 'view', 'saved', 'location', 'category', 'ability', 'search', 'saved', 'location', 'ability', 'geocode', 'address', 'book', 'contact', 'ability', 'generate', 'voice', 'command', 'saved', 'location', 'ability', 'pin', 'saved', 'location', 'navigation', 'location', 'tile', 'quick', 'access', 'ability', 'driving/walking/transit', 'direction', 'saved', 'location', 'using', 'navigation', 'installed', 'phone', 'quick', 'cards/app', 'connect', 'allows', 'launched', 'bing', 'place', 'detail', 'capability', 'save', 'bing', 'place', 'address', 'book', 'capability', 'shortened', 'map', 'url', 'sharing', 'location']",Navigation & maps
26560,,"['oneappaway', 'window', 'client', 'onebusaway', 'additional', 'work', 'window', 'pc', 'phone', 'addition', 'official', 'onebusaway', 'oneappaway', 'allows', 'download', 'map', 'offline', 'data', 'saving', 'enable', 'present', 'data', 'useful', 'window', '10-like', 'style', 'download', 'offline', 'map', 'device', 'setting', 'offline', 'map', 'used', 'oneappaway', 'well', 'initial', 'release', 'still', 'working', 'extra', 'future', 'release', 'feature', 'would', 'see', 'tell', ""'ll"", 'consider']",Navigation & maps
26617,,"['gps', 'interlink', 'mobile', 'turn', 'smartphone', 'gps', 'tracker', 'display', 'street', 'map', 'exchange', 'data', 'gps', 'interlink', 'gps', 'tracker', 'using', 'vanis', 'service', 'download', 'gps', 'serverlink', 'pc', 'laptop', 'create', 'account', 'vehicle', 'organized', 'group', 'vehicle', 'track', 'vanis', 'service', 'provides', 'based', 'sql', 'database', 'api', 'enables', 'gps', 'tracker', 'gps', 'interlink', 'mobile', 'regularly', 'upload', 'current', 'gps', 'location', 'data', 'database', 'primarily', 'dedicated', 'company', 'track', 'vehicle', 'asset', 'using', 'gps', 'smartphone', 'tracking', 'device', 'support', 'english', 'german', 'italian', 'croatian', 'language', 'gps', 'interlink', 'component', 'vanis', 'gps', 'tracking', 'system', 'please', 'see', 'www.vanis-gps.com', 'collect', 'personal', 'data', 'therefore', 'privacy', 'fully', 'protected']",Navigation & maps
26635,,"['mapcache', 'provides', 'fully', 'offline', 'map', 'openstreetmap', 'fully', 'functional', 'ad-supported', 'trial', 'ad', 'removed', 'paid', 'version', 'compass', 'current', 'heading', 'indicator', 'route', 'tracking', 'save', 'gpx', 'format', 'upload/download', 'skydrive', 'location', 'coordinate', 'search', 'display', 'address', 'given', 'location', 'on-screen', 'lat/long', 'on-screen', 'speed', 'indicator', 'on-screen', 'distance', 'direction', 'cursor', 'live', 'tile', 'displaying', 'last', 'map', 'view']",Navigation & maps
26651,,"['4u2map', 'make', 'easy', 'printed', 'map', 'orientation', 'navigation', 'finding', 'fun', 'place', 'paper', 'map', 'map', 'posted', 'outdoors', 'map', 'downloaded', 'internet', 'specialty', 'map', 'often', 'give', 'interesting', 'information', 'standard', 'digital', 'map', 'hiking', 'biking', 'visiting', 'town', 'resident', 'tourist', '4u2map', 'let', 'consult', 'paper', 'map', 'without', 'unfold', 'show', 'way', 'headed', 'example', 'kind', 'map', 'may', 'town', 'map', 'tourist', 'map', 'walking', 'biking', 'route', 'hiking', 'trail', 'historical', 'map', 'showing', 'thing', 'necessarily', 'anymore', 'archeological', 'map', 'internet', 'route', 'description', 'sketch', 'capture', 'calibrate', 'archive', 'map', 'phone', 'deep', 'zoom', 'let', 'see', 'map', 'detail', 'easily', 'map', 'orientation', 'north', 'heading', 'compass', 'shown', 'map', 'mark', 'known', 'position', 'point', 'interest', 'etc', 'remember', 'calibrate', 'map', 'time', 'go', 'current', 'position', 'marked', 'position', 'map', 'camera', 'phone', 'capture', 'map', 'maintain', 'collection', 'calibrated', 'map', 'phone', 'sync', 'map', 'calibration', 'information', 'skydrive', 'marked', 'position', 'captured', 'standard', 'gpx', 'gps', 'exchange', 'format', 'file', 'optionally', 'choose', 'different', 'calibration', 'model', 'map', 'trial', 'mode', 'trial', 'mode', 'restriction', 'advertisement', 'shown', 'map', 'synchronization', 'skydrive', 'disabled', 'comment', 'suggestion', 'send', 'comment', 'suggestion', 'within', 'straight', 'author', 'give', 'personal', 'response', 'input', 'improve', 'future', 'version', 'update', 'version', 'bug', 'fix']",Navigation & maps
26708,,"['verify', 'buying', 'real', 'estate', 'property', 'perfect', 'alignment', 'sun', 'prevent', 'buying', 'home', 'garden', 'sun', 'day', 'ensure', 'breakfast', 'sun', 'terrace', 'every', 'morning', 'sun', 'shine', 'property', 'evening', 'possible', 'watch', 'sunset', 'look', 'sun', 'move', 'day', 'year', 'every', 'hour', 'day', 'see', 'direction', 'sun', 'shine', 'let', 'look', 'course', 'sun', 'every', 'certain', 'day', 'search', 'functionality', 'display', 'movement', 'sun', 'certain', 'address', 'estate', 'gps', 'functionality', 'phone', 'show', 'course', 'sun', 'current', 'location', 'map', 'course', 'sun', 'display', 'either', 'longest', 'day', 'summertime', 'shortes', 'day', 'winter', 'click', 'frequently', 'used', 'location', 'stored', 'favorits', 'selected', 'everytime', 'current', 'displayed', 'map', 'saved', 'image', 'stored', 'picture', 'hub', 'trail', 'version', 'available']",Navigation & maps
26811,,"['aucklanders', 'window', 'device', 'access', 'network', 'route', 'auckland', 'city', 'link', 'bus', 'red', 'bus', 'great', 'service', 'aucklander', 'commute', 'lot', 'within', 'city', 'personally', 'wished', 'easily', 'locate', 'bus', 'stop', 'based', 'current', 'location', 'route', 'bus', 'hence', 'decided', 'create', 'window', 'device', 'hope', 'find', 'useful', 'note', 'auckland', 'transport']",Navigation & maps
27088,,"['save', 'location', 'using', 'bing', 'map', 'give', 'geolocation', 'latitude', 'longitude', 'name', 'save', 'save', 'list', 'geolocations', '.json-file']",Navigation & maps
27217,,"['nextcharge', 'application', 'allows', 'find', 'charging', 'station', 'click', 'open', 'application', 'see', 'nearest', 'station', 'another', 'click', 'manage', 'map', 'swift', 'easy', 'plug']",Navigation & maps
27429,,"['save', 'location', 'using', 'bing', 'map', 'give', 'geolocation', 'latitude', 'longitude', 'name', 'save', 'save', 'list', 'geolocations', '.json-file']",Navigation & maps
27820,,"['hiking', 'sometimes', 'would', 'question', 'far', 'walked', 'far', 'starting', 'point', 'right', 'trail', 'tool', 'provide', 'many', 'additional', 'information', 'record', 'track', 'hiking/running/running', 'load', 'trail', 'map', 'gpx', 'file', 'local', 'storage', 'onedrive', 'reference', 'manage', 'hiking', 'track', 'history', 'export', 'gpx', 'file', 'share', 'friend', 'view', 'various', 'info', 'regard', 'hiking', 'speed', 'current', 'longitude/latitude', 'altitude', 'etc']",Navigation & maps
27930,,"['important', 'see', 'disclaimer', 'welcome', 'tripcheck', 'one-stop', 'shop', 'information', 'traveling', 'oregon', 'latest', 'condition', 'via', 'road', 'camera', 'continuous', 'winter', 'travel', 'update', 'year-round', 'highway', 'construction', 'detail', 'valuable', 'tip', 'favorite', 'place', 'oregon', 'via', 'air', 'bus', 'rail', 'ride', 'share', 'odot', 'continually', 'looking', 'way', 'improve', 'make', 'even', 'better', 'tool', 'traveler', 'oregon', 'please', 'visit', 'learn', 'tripcheck', 'hope', 'enjoy', 'tripcheck', 'find', 'useful', 'tool', 'planning', 'travel', 'always', 'promise', 'continue', 'seek', 'way', 'provide', 'latest', 'travel', 'information', 'oregon', 'please', 'tell', 'friend', 'family', 'member', 'co-worker', 'disclaimer', 'let', 'experience', 'publicly', 'available', 'content', 'trademark', 'copyrighted', 'content', 'belong', 'owner']",Navigation & maps
27959,,"['map', 'kyoto', 'subway', 'kyoto', 'municipal', 'subway', '京都市営地下鉄', 'kyōto-shiei', 'chikatetsu', 'metro', 'network', 'city', 'kyoto', 'japan', 'operated', 'kyoto', 'municipal', 'transportation', 'bureau', 'two', 'line']",Navigation & maps
