,package,description,category
14080,,"['vz', 'navigator', 'premium', 'navigation', 'real–time', 'traffic', 'vz', 'navigator', 'brings', 'rich', 'experience', 'window', 'phone', 'easily', 'pin', 'favorite', 'spot', 'start', 'screen', 'share', 'location', 'via', 'messaging', 'social', 'network', 'bug', 'fix', 'performance', 'improvement', 'vz', 'navigator', 'tell', 'nearby', 'provides', 'spoken', 'turn-by-turn', 'direction', 'destination', 'time', 'find', 'vz', 'navigator', 'easily', 'find', 'everything', 'near', 'restaurant', 'gas', 'station', 'faster', 'navigation', 'trusted', 'million', 'beat', 'gridlock', 'real-time', 'traffic', 'single', 'text', 'entry', 'box', 'search', 'address', 'place', 'let', 'others', 'know', 'share', 'location', 'easy', 'access', 'on-screen', 'menu', 'safer', 'designed', 'specifically', 'hd', 'display', 'device', 'add', 'picture', 'favorite', 'location', 'learn', '//vzw.com/navigator', 'download', 'includes', 'version', 'map', 'direction', 'local', 'traffic', 'tag', 'map', 'navigation', 'local', 'traffic', 'vz', 'nav', 'navigator', 'share', 'gps', 'place', 'restaurant', 'event', 'explore', 'vznav', 'try', 'vz', 'navigator', '30-days', 'pay', '4.99/month', 'thereafter', '24hrs', 'month', 'offer', 'vz', 'navigator', 'subscriber', 'customer', 'automatically', 'continue', 'monthly', 'subscription', '30-day', 'trial', 'period', 'end', 'unsubscribe', 'anytime', 'using', 'account', 'menu', 'option', 'calling', 'within', 'day', 'downloading', 'avoid', 'charged']",Navigation & maps
14098,,"['updated', 'version', 'window', 'world', 'map', 'city', 'guide', 'walking', 'direction', 'direction', 'driving', 'public', 'transportation', 'real-time', 'public', 'transportation', 'map', 'satellite', 'image', 'panorama', 'offline', 'map', 'find', 'place', 'access', 'huge', 'database', 'organization', 'filter', 'narrow', 'search', 'look', 'important', 'detail', 'contact', 'office', 'hour', 'service', 'information', 'photo', 'review', 'search', 'place', 'address', 'even', 'offline', 'view', 'location', 'saved', ""'my"", 'place', 'desktop', 'laptop', 'computer', 'tablet', 'smartphone', 'driving', 'direction', 'quickly', 'reach', 'destination', 'multiple', 'route', 'option', 'account', 'traffic', 'step', 'step', 'navigation', 'guide', 'along', 'route', 'keep', 'updated', 'real', 'time', 'color-coded', 'traffic', 'information', 'see', 'hear', 'information', 'accident', 'speed', 'limit', 'radar', 'camera', 'road', 'block', 'etc', 'public', 'transport', 'walking', 'direction', 'choose', 'multiple', 'route', 'option', 'take', 'traffic', 'jam', 'public', 'transport', 'connection', 'account', 'view', 'scheduled', 'service', 'time', 'estimated', 'time', 'arrival', 'every', 'transport', 'stop', 'see', 'individual', 'bus', 'tram', 'map', 'real', 'time', 'find', 'fastest', 'route', 'foot', 'taking', 'advantage', 'square', 'park', 'footpath', 'building', 'offline', 'map', 'save', 'space', 'device', 'thanks', 'compact', 'map', 'moscow', 'example', 'take', 'mb', 'browse', 'selected', 'region', 'offline', 'directory', 'business', 'organization', 'office', 'hour', 'service', 'information', 'detail', 'download', 'map', 'city', 'russia', 'ukraine', 'belarus', 'kazakhstan', 'turkey']",Navigation & maps
14163,,"['ireland', 'national', 'journey', 'planner', 'national', 'transport', 'authority', 'journey', 'planner', 'provides', 'timetable', 'map', 'information', 'licensed', 'public', 'transport', 'provider', 'across', 'ireland', 'provides', 'plan', 'train', 'bus', 'tram', 'ferry', 'taxi', 'service', 'combine', 'easy', 'read', 'journey', 'plan', 'provides', 'door-to-door', 'route', 'plan', 'information', 'scheduled', 'departure', 'trip', 'near', 'current', 'location', 'specified', 'point', 'plan', 'also', 'time', 'future', 'include', 'interactive', 'fully', 'integrated', 'trip', 'planner', 'ireland', 'coverage', 'including', 'rural', 'location', 'well', 'city', 'dublin', 'belfast', 'cork', 'galway', 'limerick', 'waterford', 'licensed', 'public', 'transport', 'operator', 'included', 'mode', 'public', 'transport', 'including', 'train', 'bus', 'tram', 'transport', 'provider', 'dublin', 'bus', 'luas', 'bus', 'éireann', 'dart', 'commuter', 'rail', 'aircoach', 'gobe', 'matthew', 'coach', 'etc', 'display', 'stop', 'near', 'dynamic', 'zoom', 'scroll', 'mapping', 'gps', 'using', 'location', 'updating', 'map', 'go', 'save', 'favourite', 'location', 'recent', 'journey', 'calendar', 'function', 'continually', 'developed', 'service', 'data', 'updated', 'improved', 'welcome', 'feedback', 'send', 'u', 'please', 'click', 'info', 'button', 'device', 'using']",Navigation & maps
14240,,"['let', 'keep', 'track', 'phone', 'us', 'phone', 'background', 'task', 'perform', 'periodic', 'gps', 'tracking', 'try', 'log', 'position', 'every', 'half', 'hour', 'depending', 'gps', 'reception', 'map', 'daily', 'commute', 'show', 'map', 'phonetracker', 'ad-free', 'best', 'keep', 'privacy', 'safe', 'using', 'phone', 'tracker', 'us', 'location', 'service', 'location', 'registration', 'stored', 'stored', 'local', 'isolated', 'storage', 'default', 'location', 'shared', 'way', 'possibility', 'connect', 'skydrive', 'backup', 'recorded', 'track', 'manually', 'automatically', 'kml', 'file', 'private', 'skydrive', 'storage', 'time', 'clear', 'location', 'registration', 'erase', 'track', 'recorded']",Navigation & maps
14293,,"['altimeter', 'reading', 'gps', 'data']",Navigation & maps
14346,,"['compass', 'beautiful', 'easy-to-use', 'compass', 'window', 'phone', 'mango', 'allows', 'pick', 'theme', 'available', 'theme', 'customize', 'liking', 'gyroscope', 'sensor', 'improve', 'real-time', 'motion', 'detection', 'note', 'gyroscope', 'required', 'compass', 'function', 'though', 'would', 'better', 'responsiveness', 'case', 'phone', 'change', 'log', 'v1.2', 'enhancing', 'fluency', 'even', 'supporting', 'gyroscope', 'improve', 'real-time', 'motion', 'detection', 'tested', 'samsung', 'focus', 'show', 'map', 'compass', 'overlay', 'north-up', 'map-rotating', 'mode', 'show', 'location', 'map', 'v1.1', 'improved', 'smoothness', 'accuracy', 'displaying', 'angle', 'heading', 'rotating', 'compass', 'face']",Navigation & maps
14420,,"['version', 'improved', 'battery', 'life', 'bug', 'fix', 'waze', 'fun', 'community', 'based', 'mapping', 'traffic', 'navigation', 'million', 'driver', 'across', 'globe', 'joining', 'force', 'outsmart', 'traffic', 'save', 'time', 'fuel', 'money', 'improve', 'daily', 'commuting', 'simply', 'driving', 'around', 'waze', 'open', ""'re"", 'already', 'contributing', 'ton', 'real-time', 'traffic', 'road', 'info', 'local', 'driving', 'community', 'also', 'actively', 'report', 'accident', 'hazard', 'police', 'event', 'see', 'road', 'road', 'alert', 'route', 'find', 'cheapest', 'petrol', 'station', 'along', 'route', 'community-shared', 'fuel', 'price', 'waze', 'also', 'make', 'fun', 'simple', 'meet', 'coordinate', 'friend', 'road', 'contributing', 'benefiting', ""'common"", 'good', 'road', 'hop', 'board', 'involved', 'local', 'driving', 'community', 'today', 'live', 'routing', 'based', 'community', 'generated', 'real-time', 'traffic', 'road', 'info', 'community', 'contributed', 'road', 'alert', 'including', 'accident', 'hazard', 'police', 'trap', 'road', 'closure', 'complete', 'voice', 'guided', 'navigation', 'automatic', 're-routing', 'condition', 'road', 'change', 'learns', 'frequent', 'destination', 'commuting', 'hour', 'preferred', 'route', 'find', 'cheapest', 'petrol', 'station', 'along', 'route', 'notify', 'someone', ""'re"", 'way', 'sending', 'live', 'eta', 'link', 'showing', 'drive', 'earn', 'point', 'move', 'rank', 'community', 'contribute', 'road', 'info', 'live', 'map', 'constantly', 'edited', 'updated', 'waze', 'community', 'map', 'editor', 'drive', 'safely', 'note', 'continued', 'gps', 'running', 'background', 'dramatically', 'decrease', 'battery', 'life', 'waze', 'automatically', 'shut', 'run', 'background', 'driven']",Navigation & maps
14448,,"['bayern-fahrplan', 'bayerischen', 'eisengesellschaft', 'mbh', 'allows', 'plan', 'next', 'public', 'transport', 'journey', 'quickly', 'easily', 'bayern-fahrplan', 'offer', 'quick', 'access', 'departure', 'arrival', 'time', 'bavarian', 'station', 'choosing', 'choose', 'specific', 'line', 'mean', 'transport', 'informed', 'real', 'time', 'clearly', 'arranged', 'tile', 'start', 'menu', 'selection', 'line', 'mean', 'transport', 'changed', 'time']",Navigation & maps
14590,,"['flightmaster', 'electronic', 'viewer', 'naviga', 'route', 'manual', 'subscriber', 'route', 'manual', 'able', 'download', 'maintain', 'view', 'airport', 'information', 'navigation', 'chart', 'application']",Navigation & maps
14638,,"['application', 'allows', 'see', 'exact', 'position', 'side', 'earth', 'current', 'position', 'see', 'antipode', 'position', 'map', 'even', 'see', 'nearest', 'city', 'town', 'village', 'antipode', 'position', 'nearest', 'land', 'mass']",Navigation & maps
14650,,"['trial', 'version', 'perfect', 'companion', 'next', 'outdoor', 'adventure', 'seek', 'find', 'record', 'return', 'home', 'handy', 'gps', 'real', 'navigation', 'tool', 'designed', 'outdoors', 'sport', 'hiking', 'bushwalking', 'mountain', 'biking', 'kayaking', 'trail', 'riding', 'allows', 'work', 'utm', 'lat/lon', 'coordinate', 'note', 'version', 'limited', 'storing', 'waypoints', 'tracklog', 'point', 'see', 'handygps', 'full', 'version', 'limitation', 'also', 'useful', 'found', 'version', 'swipe', 'detail', 'click', 'publisher', 'view', 'video', 'view', 'current', 'location', 'utm', 'lat/lon', 'format', 'record', 'and/or', 'manually', 'enter', 'waypoints', 'goto', 'waypoint', 'record', 'track', 'log', 'odometer', 'show', 'far', ""'ve"", 'travelled', 'show', 'current', 'location', 'waypoints', 'tracklog', 'map', 'export', 'waypoints', 'tracklog', 'kml', 'file', 'viewing', 'google', 'earth', 'gpx', 'file', 'import', 'kml', 'gpx', 'file', 'view', 'current', 'location', 'friend', 'project', 'waypoint', 'given', 'distance', 'bearing', 'support', 'metric', 'us/imperial', 'unit']",Navigation & maps
14701,,"['support', 'english', 'russian', 'это', 'приложение', 'поддерживает', 'русский', 'английский', 'inform', 'friend', 'place', 'find', 'current', 'location', 'data', 'longitude', 'latitude', 'send', 'sm', 'e-mail', 'second', 'also', 'measure', 'distance', 'two', 'point', 'straight', 'line', 'вы', 'пригласили', 'друзей', 'к', 'себе', 'на', 'дачу', 'у', 'вашей', 'супруги', 'сломался', 'автомобиль', 'чтобы', 'не', 'терять', 'время', 'на', 'долгие', 'объяснения', 'как', 'к', 'вам', 'или', 'к', 'вашему', 'близком', 'человеку', 'быстрее', 'добраться', 'используйте', 'приложение', 'мои', 'координаты', 'оно', 'поможет', 'вам', 'получить', 'ваши', 'текущие', 'географические', 'координаты', 'значения', 'широты', 'и', 'долготы', 'которые', 'вы', 'сможете', 'мгновенно', 'отправить', 'по', 'смс', 'или', 'e-mail', 'нужному', 'адресату', 'также', 'приложение', 'позволяет', 'измерять', 'расстояние', 'между', 'двумя', 'точками', 'по', 'прямой']",Navigation & maps
14801,,"['augview', 'augmented', 'reality', 'application', 'enables', 'user', 'display', 'visualize', 'infrastructure', 'asset', 'data', 'developed', 'field', 'service', 'personnel', 'require', 'online', 'access', 'variety', 'gi', 'asset', 'management', 'system', 'via', 'internet', 'augview', 'provides', 'traditional', 'gi', 'map', 'view', 'asset', 'data', 'plus', 'augmented', 'reality', 'mode', 'display', '3d', 'object', 'network', 'overlaid', 'video', 'stream', '2d', 'map', '3d', 'augmented', 'reality', 'mode', 'multiple', 'gi', 'system', 'supported', 'esri', 'rest', 'api', 'smallworld', 'wms/wfs', 'access', 'multiple', 'gi', 'data', 'set', 'combined', 'map', 'data', 'access', 'based', 'pre-arranged', 'permission', 'database', 'interrogation', 'live', 'attribute', 'update', 'requires', 'write', 'permission', 'asset', 'owner', 'live', 'spatial', 'update', 'requires', 'write', 'permission', 'asset', 'owner', 'photo', 'capture', 'geotagging', 'association', 'asset']",Navigation & maps
14897,,"['clever-tanken.de', 'since', 'includes', 'price', 'german', 'cartel', 'office', 'mts-k', 'grade', 'superplus', 'cng', 'lpg', 'information', 'often', 'chosen', 'test', 'winning', 'fuel', 'price']",Navigation & maps
14916,,"['locate', 'cross', 'platform', 'gps', 'based', 'social', 'mapping', 'brings', 'real', 'time', 'location', 'facebook', 'friend', 'family', 'member', 'keep', 'touch', 'care', 'user', 'profile', 'know', 'current', 'location', 'map', 'make', 'commuting', 'easy', 'live', 'location', 'update', 'friend', 'profile', 'track', 'friend', 'location', 'map', 'consent', 'add', 'friend', 'share', 'location', 'info', 'know', 'navigation', 'route', 'friend', 'location', 'send', 'add', 'request', 'facebook', 'friend', 'bring', 'location', 'circle', 'share', 'pin', 'add', 'gps', 'network', 'unfriend', 'invisible', 'share', 'location', 'anymore', 'friend', 'facebook', 'checkins', 'search', 'share', 'information', 'place', 'facebook', 'buddy', 'search', 'share', 'information', 'particular', 'company', 'facebook', 'nearby', 'place', 'know', 'cool', 'popular', 'place', 'hangout', 'emergency', 'share', 'location', 'near', 'one', 'let', 'know', 'last', 'location', 'case', 'emergency', 'route', 'friend-', 'detailed', 'route', 'information', 'navigate', 'friend', 'location', 'live', 'navigation', 'support', 'real', 'time', 'location', 'update', 'make', 'commuting', 'easy', 'effective', 'family', 'safety', 'share', 'location', 'safely', 'keep', 'touch', 'see', 'everybody', 'real-time']",Navigation & maps
14967,,"['offer', 'offline', 'nautical', 'chart', 'lake', 'river', 'navigation', 'map', 'fishing', 'kayaking', 'boating', 'yachting', 'sailing', 'covering', 'australia', 'marine', 'navigation', 'coverage', 'includes', 'marine', 'vector', 'chart', 'freshwater', 'lake', 'map', 'inland', 'river', 'map', 'hd/1ft/3ft', 'bathymetry', 'included', 'available', 'first', 'marine', 'gps', 'route', 'assistance', 'marine', 'navigation', 'create', 'boating', 'route', 'import', 'existing', 'gpx/kml', 'route', 'support', 'nautical', 'chart', 'course', 'orientation', 'includes', 'tide', 'current', 'prediction', '►features', 'download', 'beautiful', 'detailed', 'chart', 'covering', 'australia', 'derived', 'australian', 'hydrographic', 'office', 'chart', 'cell', 'record', 'track', 'autofollow', 'real-time', 'track', 'overlay', 'predicted', 'path', 'vector', 'prompt', 'marine', 'navigation', 'requires', 'gps', '1ft', '3ft', 'depth', 'contour', 'map', 'angler', 'selected', 'lake', 'map', 'useful', 'fishing/trolling', 'freshwater/saltwater', 'support', 'gpx/kml', 'boating', 'route', 'editing/import', 'tide', 'current', 'seamless', 'chart', 'quilting', 'map', 'detail', 'coastal', 'approach', 'harbour', 'inland', 'encs', 'river', 'general', 'enc', 'electronic', 'marine', 'chart', 'automatically', 'mapped', 'correct', 'zoomlevel', 'enter', 'import', 'waypoints', 'map', 'detail', 'find', 'chartplotters', 'please', 'check', 'latest', 'map', 'includes', 'unlimited', 'update', 'year', 'australia', 'zealand', '►route', 'management', 'trip', 'planning', 'create', 'new/edit', 'route', 'enter', 'add', 'delete', 'rename', 'waypoints', 'import', 'gpx', 'kml', 'kmz', 'file', 'plot/edit', 'route', 'share/export', 'route', 'track', 'marker', '►gps', 'auto', 'follow', 'real', 'time', 'track', 'overlay', 'predicted', 'path', 'vector', 'course', 'speed', 'heading', 'route', 'assistance', 'prompt', 'approaching', 'boating', 'route', 'marker', 'continous', 'distance', 'eta', 'update', 'alert', 'sailing/boating', 'route', 'alert', 'boating', 'wrong', 'direction', 'record', 'track', '►tide', 'current', 'u', 'canada', 'uk', 'germany', 'zealand', 'high/low', 'tide', 'tidal', 'current', 'prediction', 'active', 'current', 'station', 'available', 'folio', '√arafura', 'sea', '√australian', 'antarctic', 'territory', '√bass', 'strait', '√bismarck', 'sea', '√coral', 'sea', '√great', 'barrier', 'reef', '√gulf', 'carpentaria', '√indian', 'ocean', '√indonesia', 'papua', 'guinea', '√new', 'south', 'wale', '√northern', 'territory', '√papua', 'guinea', 'incl', 'north', 'east', 'coast', '√port', 'phillip', '√queensland', 'great', 'barrier', 'reef', 'gulf', 'carpentaria', '√solomon', 'sea', '√south', 'australia', 'gulf', 'st', 'vincent', 'spencer', 'gulf', '√south', 'pacific', 'ocean', '√tasmania', '√tasman', 'sea', '√timor', 'sea', '√victoria', '√western', 'australia', 'sharing', 'share', 'tracks/routes/markers', 'facebook', 'twitter', 'export', 'tracks/routes/markers', 'compressed', 'gpx', 'file']",Navigation & maps
